SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
6.293130066525598,2.562111452847043,5.018561104653002,1.4861466086781143,Iris-versicolor
5.821672695281878,2.939514749562233,4.101972752433053,1.5588524504156165,Iris-versicolor
4.614283474561922,3.2032528715026016,1.610556305462275,-0.0897545657202381,Iris-setosa
5.781853542901076,3.1519322654283517,4.252652198963227,0.9637297901128306,Iris-versicolor
5.217413930884634,3.7490527621884544,1.7625271004907415,0.15404168446756472,Iris-setosa
5.264060397068805,2.676784958239745,3.8484130624935005,1.4700218203813442,Iris-versicolor
7.929122682865964,2.5641976808993827,6.67229659229257,2.468717505871898,Iris-virginica
7.010892146131787,3.3316924220850983,5.257604423444587,2.114393198763895,Iris-virginica
4.725108593349396,2.861877499183264,1.464561570661173,-0.08042890074636583,Iris-setosa
5.588775006578795,2.947218724693141,4.385349173896362,1.528076371454362,Iris-versicolor
4.908986477350517,2.8246670736879755,1.1944852617823178,0.03693269105600522,Iris-setosa
6.718069165335415,3.027665760430289,5.219977889683982,1.9533714995084561,Iris-virginica
6.538861416005609,2.745176860806983,4.8795885839165996,1.646857799432016,Iris-versicolor
4.803229838409813,3.0256514784628483,1.4798735461757082,0.25369577885895034,Iris-setosa
5.687379187073157,2.5302392096547797,5.353384454172256,2.4834674757762,Iris-virginica
4.609618892764693,2.940676250820425,1.5191278245524937,-0.07904066408852573,Iris-setosa
6.839480361944377,2.33414511843578,5.643616725172468,1.6804206630046041,Iris-virginica
4.1803575108994915,2.785519418622262,1.1250843422601435,0.3802802202436,Iris-setosa
5.649497414118402,2.948648063800174,4.930644730621421,1.7281003978635556,Iris-virginica
5.767667788229119,3.615172169476183,1.627753604027573,0.5110063795966188,Iris-setosa
6.3666059905785435,2.6972618748894086,4.892401216334985,1.4965272576717343,Iris-versicolor
5.3552832160504495,3.9820078528147773,1.4037774125944367,0.13535404367988946,Iris-setosa
5.821878674848802,2.1784701703929263,5.1522806618173895,1.560366844444229,Iris-virginica
6.61644754793406,3.376840070268169,6.0303799460223075,2.4051154784631437,Iris-virginica
6.837447631518097,2.946982134007692,4.7750231583192235,1.5371835521645325,Iris-versicolor
5.899083195405767,2.935036085619423,4.932905867739015,2.534325435310255,Iris-virginica
5.60983334067506,4.0633213497083585,1.5943257066500036,0.43828444563831603,Iris-setosa
5.2276559686006845,2.2990652390155617,4.035831878136916,1.5153068921429906,Iris-versicolor
7.8810885155097905,2.555465239389592,6.966644487072333,2.0209798664712237,Iris-virginica
6.230017811500457,3.089973300400516,4.074114546287816,1.3299472646806545,Iris-versicolor
5.135629113055242,3.679678328284631,1.2804141924647967,0.1154670029184468,Iris-setosa
5.33442455670835,3.715385063873751,1.3821547409117405,0.32346192999409534,Iris-setosa
5.16315127414206,3.8958863643187227,1.3363613939374888,-0.03270655960691726,Iris-setosa
7.048781961153552,3.0906136267245414,5.701947239828278,2.564255803401218,Iris-virginica
6.866515000962795,3.5142419862469207,5.830641289730006,2.251451199446867,Iris-virginica
7.028628513383214,3.3729483566128597,4.907644752481017,1.2062722766340153,Iris-versicolor
6.972117911583152,3.00369899145948,5.861693352767505,1.944897334106474,Iris-virginica
7.033293843637727,3.006250477295368,5.62773663597678,2.2508374955670165,Iris-virginica
4.493625040004215,2.7490761243849473,1.343530476528984,0.36563307586327654,Iris-setosa
5.370019464175529,3.235948517458894,1.7803336155157319,0.15706358168916562,Iris-setosa
5.10875091198461,3.6778864673026446,1.5801386015671932,0.4567031972498627,Iris-setosa
6.994429274565274,3.12864816140277,4.465971143780657,1.4814162322000812,Iris-versicolor
5.7530371309938575,2.789724469657514,4.427556212186658,1.233828891397927,Iris-versicolor
4.143446202598005,2.9722729587866303,1.149910508446999,0.2947114320464491,Iris-setosa
5.139073946326779,3.9049549424887147,1.3211609824434745,0.18246597801140735,Iris-setosa
5.357945545024959,4.304867441600334,1.5317455091299503,-0.07848935783686073,Iris-setosa
5.11939831409091,3.685065118608329,1.6736199826395377,0.03096238634714893,Iris-setosa
4.722055350608747,3.0581655357910122,1.456883683703679,0.12321399200471256,Iris-setosa
6.283154788249487,2.986033311468432,4.837478848894255,1.5244742732963956,Iris-versicolor
6.059086624799635,2.7607218383341765,5.3903206517428615,1.7395036424684833,Iris-virginica
5.891534247144489,1.9886887615089957,5.265179890566936,1.7564912703687428,Iris-virginica
6.507997765913466,2.9458695728433972,5.297563403399878,2.1389698816235336,Iris-virginica
6.737582285116732,3.099572829803829,5.319810583894942,1.5011948137178015,Iris-virginica
4.996319964649621,3.218506902760358,1.2793081937549375,-0.061730501689695405,Iris-setosa
5.76203752620423,2.506232469556669,5.339113231549195,2.377860396447745,Iris-virginica
5.3611625834835825,2.7433799476899536,4.119962377425735,1.3476860411887603,Iris-versicolor
4.699685027807341,2.7812810814816795,1.2422395403154947,-0.010238548394604585,Iris-setosa
5.520809868622194,2.9784948041795634,3.977775153984834,1.5637582046428704,Iris-versicolor
5.308673991987663,3.6077346623930806,1.63059047700822,0.4502236745108934,Iris-setosa
5.253892886502505,3.6748844058108747,1.806362577633453,0.3611974091743576,Iris-setosa
7.455281163290802,3.4429292616266483,5.896403622056602,1.8203615624436633,Iris-virginica
5.670089769212645,4.386515563122492,1.3592728443333433,0.4254341079562647,Iris-setosa
6.194530087353013,3.119016692353151,4.8676979889103675,1.752755001489855,Iris-versicolor
5.105510432958782,3.4347033061485357,1.5259880547335027,0.2361338388688048,Iris-setosa
5.965533663958532,2.99882876363415,3.9804946329652573,1.493718869540254,Iris-versicolor
5.299322119961409,3.6164164381694768,1.876994751011665,0.13628170238852153,Iris-setosa
5.784744621760822,2.9051191797318805,4.700211456074331,2.2391299547367933,Iris-virginica
6.195026339332495,2.4941086957681953,5.149878399098397,1.4455916788565368,Iris-versicolor
5.94247658359135,3.0834152465185762,4.445728623796248,1.4677655665538245,Iris-versicolor
6.080637447739096,3.3934203850050597,4.430858046356657,1.4418199341975335,Iris-versicolor
6.480022765639293,3.211564531227931,4.144898728879198,1.477453831181056,Iris-versicolor
6.65877115918707,3.138611905859103,4.231575955624601,1.50645579038035,Iris-versicolor
5.085962717717251,2.428247488074024,3.10684056446286,1.2896164224472597,Iris-versicolor
4.959567215618759,3.7699772553779654,1.7831472093388847,0.44355238810329073,Iris-setosa
5.362004019837261,2.3970059317429797,3.9973018426521,1.4101039775765078,Iris-versicolor
5.561208121369035,3.5295805312716655,1.534520590912671,0.19249737927467608,Iris-setosa
5.082159559511997,3.594203461465381,1.1531744120468663,0.39118397850302766,Iris-setosa
5.127899839108872,3.9160711753186632,1.7648319205042062,0.4122024345189186,Iris-setosa
6.610246460889643,2.8636415517328335,5.439912381775619,1.6127061167943404,Iris-virginica
5.553378110345339,2.884358277242862,4.257915702897951,1.084685781614139,Iris-versicolor
4.555411190917031,3.384403359258319,1.3699226261207251,0.07675456453811316,Iris-setosa
6.529027173654654,2.9792807606149276,5.8588681419596345,2.310659972580058,Iris-virginica
4.886125504072188,3.5083423526314226,1.369084365334225,0.06969282024507639,Iris-setosa
4.695894403715351,3.3092600775279792,1.3458455124155093,0.33559251051256145,Iris-setosa
4.405572721304307,3.094584692887047,1.461670422343138,0.35711298740266934,Iris-setosa
6.958757715362742,2.9495793951112335,6.066603174340845,1.471960833980117,Iris-virginica
4.88521835996046,3.659725433554319,1.749360126411235,0.6342266624804629,Iris-setosa
6.536225366147959,3.57169001879424,5.891662485383271,2.3300243611894493,Iris-virginica
4.851471630226081,2.5775367469905683,2.780058951234208,0.8555650175635467,Iris-versicolor
6.653182845237264,3.4270990663514294,4.616818966354636,1.2469876602578076,Iris-versicolor
6.3119469001355695,3.071663399609114,5.020423781828022,2.13349690406784,Iris-virginica
6.562758180243115,3.301492126506746,5.691411512720149,2.614942152741116,Iris-virginica
6.723495714303044,3.3302101554371064,5.008578836062327,1.8608453375954686,Iris-virginica
6.487657046687529,2.7445618443670474,4.918729544769146,2.4883716483879894,Iris-virginica
5.525766295257461,2.99413280387259,4.225442420222568,1.2438386639549845,Iris-versicolor
6.977973063272627,3.5022834861225287,5.418198520447343,2.210536643053774,Iris-virginica
6.914302539600962,3.10998621508191,4.632742517094586,1.6490766676203035,Iris-versicolor
6.018304382418915,2.7498608527072324,4.542610703478101,1.3572935234443761,Iris-versicolor
5.14548978498235,3.4744680451250103,1.3635774405225498,0.44636352749602237,Iris-setosa
4.902076523965251,3.324583103625078,1.120321376588095,-0.09672599721677894,Iris-setosa
5.5983123903677985,4.036977329702868,1.4363251716951493,0.2794717484267077,Iris-setosa
5.38694819008548,2.9076695876688605,4.031311610869876,1.2009391420997275,Iris-versicolor
7.018560148980328,2.8728297354862584,4.757778483690869,1.3770682927693425,Iris-versicolor
5.53699558755151,2.9211644500272054,4.625416159231344,1.7761643678037426,Iris-versicolor
7.685848477314162,3.584685618008821,6.407794934316667,1.8604305282669245,Iris-virginica
4.820525917868426,3.9044542668493265,1.6928524445433584,0.47519498586345277,Iris-setosa
7.651873698997778,3.610057476055714,6.8482660909972655,1.9833027996653372,Iris-virginica
6.879419727746386,3.271342163513488,5.41762261644044,2.3469890473737802,Iris-virginica
6.283089011115203,3.0432470744003113,4.390474727071063,1.2011549223408928,Iris-versicolor
4.809863166167472,3.335884311068312,1.5552249770619926,0.4017849643912584,Iris-setosa
5.286626709221364,3.644076354653559,1.6383550984602042,0.12266919732430295,Iris-setosa
6.035043947227759,2.3543934401937405,3.957629634107947,1.2061311961079408,Iris-versicolor
5.596249934276799,3.8056311485622705,1.3790589497465047,0.479877623998476,Iris-setosa
6.38187840340057,2.8805114282915443,5.46012853730751,1.174666948278917,Iris-virginica
7.2629671690042255,3.133691812691687,5.776274142514186,1.6271660065796822,Iris-virginica
7.512196032032458,4.063291868863206,6.4197703356317035,2.1497644966035323,Iris-virginica
6.247911584961259,2.627187076683909,5.279179235219574,1.2733110461765984,Iris-virginica
6.967505635999174,3.083927940663735,4.909919902009897,1.654166950407272,Iris-versicolor
6.5190974927992364,3.063904301585399,6.276121051699341,2.243321560765606,Iris-virginica
4.849982417021202,2.620267324527206,2.7823095307423165,1.3414382906191633,Iris-versicolor
6.280025829494911,3.2500976504277466,5.229930602225492,2.1446554131309106,Iris-virginica
5.290289461636125,3.891659554198728,1.512011819674557,0.17615118060326998,Iris-setosa
4.269725261275296,3.21327095233784,1.362802049206702,0.45273477561142694,Iris-setosa
5.50248453583605,3.858906424120943,1.579986506273609,0.2882373971790528,Iris-setosa
4.857506008381126,3.6342207019069406,1.3668926756960882,0.38466882278339404,Iris-setosa
6.760401770482565,3.010664049985179,5.780829307044693,1.883911334196817,Iris-virginica
6.298469201340479,2.663570715381725,4.896418076454211,1.1946598327620883,Iris-versicolor
6.699250191157645,2.9682472580654213,4.316477967334364,1.3765467703810692,Iris-versicolor
5.813595356807628,2.9163346590828603,4.19511793193431,1.7129969788973973,Iris-versicolor
4.35011311769293,3.181856489103457,1.4438099511057372,0.21374025686029158,Iris-setosa
6.58101836857507,3.0264242749371535,4.732734977013621,1.713966768600198,Iris-versicolor
6.286625074745779,2.738019753623431,4.642206409627738,1.297860472650353,Iris-versicolor
4.543934989222521,3.583346822354556,1.3357004489836548,0.265090350787636,Iris-setosa
5.519956183828519,2.6313824114234863,3.9096321544753416,1.187745225618569,Iris-versicolor
5.0592300507935155,3.62249778426453,1.6860872947872412,-0.0927454329692704,Iris-setosa
4.935740475864509,3.6989844884459333,1.673508525192822,0.30572985727441093,Iris-setosa
4.943202094265628,3.5131862260753626,1.3184504912617505,0.16494225717534358,Iris-setosa
5.959063209901125,2.707956130596489,5.197042569805,1.6263517639201035,Iris-virginica
5.527044103329149,2.8452022763287075,4.255715297985632,1.162907633528518,Iris-versicolor
5.425360176235712,3.923255477253159,1.606284814377068,-0.07338733428434624,Iris-setosa
6.429329511758054,3.335673230176832,5.6249668134652335,2.4233876153889886,Iris-virginica
4.983564285729552,3.7944650901703127,1.2556354491191979,0.47638414861099626,Iris-setosa
4.91944956366287,3.101284223432151,1.4206138776450434,0.331165122755201,Iris-setosa
4.787013056066232,3.1139897821699165,1.4672595272843867,0.21427949520364592,Iris-setosa
4.770281192894649,3.233717834298063,1.1738956498368882,0.4987702143340347,Iris-setosa
5.09877053586764,3.170433921577981,1.7030312632993347,0.36053057292217106,Iris-setosa
6.117427286296951,2.883005737683203,5.844858820342666,1.3649850426129282,Iris-virginica
4.832876218008225,2.7122870716426934,4.615534148295611,1.5309105091346482,Iris-virginica
5.181803967643071,2.827422674924179,1.3704269420920765,0.21751365216282076,Iris-setosa
5.348180973064219,2.866458311850155,4.803239236851316,1.8061834515935808,Iris-virginica
7.748539897745496,3.8010349206583562,6.992212865134185,1.9399094769140306,Iris-virginica
5.68420801560106,3.0407825276266265,3.312074612201225,1.0937327319017753,Iris-versicolor
6.261460359902664,2.6355069762881804,4.290387684952449,1.5608270318350117,Iris-versicolor
5.673131054904097,4.1322004457288655,1.1722915298398842,0.24379084806398088,Iris-setosa
6.292980734494677,3.1131892078755117,4.868695060217508,2.1521932436937585,Iris-virginica
5.5657656037400836,2.828732263719047,3.446570567294664,1.145584304768682,Iris-versicolor
4.449150924067947,3.2279064285453667,1.1313593014086956,0.46612987717578985,Iris-setosa
5.8561207317949675,3.6137431672514557,1.767968812142759,0.4557939248503905,Iris-setosa
6.640574325439013,2.4217635614822117,5.586557128602528,1.592050503338093,Iris-virginica
5.547014369519632,2.993821800428375,5.1485157164611834,1.6502229290480126,Iris-virginica
6.761687497373086,2.823480550468452,6.046450131041905,2.1994902951606408,Iris-virginica
6.357374873966811,2.538028221846456,3.74560521739561,1.2037123745304679,Iris-versicolor
7.350127119355674,3.3560748185684925,5.925903778753218,2.241250237927045,Iris-virginica
6.361630153956088,3.0176336459476336,5.835466967671073,2.170304960143897,Iris-virginica
5.503962107929684,3.7833377059101108,1.2703997328145649,0.556608474827889,Iris-setosa
6.018912977281117,4.0753347264729225,1.0173061658710634,0.05557258909209287,Iris-setosa
5.050235163517047,3.293060614466542,1.6254289307698018,0.29546587347689196,Iris-setosa
7.390722570926472,3.1795237744448617,5.55050145145089,1.4451488770726995,Iris-virginica
5.332449371538329,2.708770859764827,4.233837374175656,1.4319433528883574,Iris-versicolor
6.795089046259147,2.268485139839004,5.82914688433867,1.5245620170629919,Iris-virginica
7.95330465868426,2.661587564575136,7.079290832635902,2.503734772640818,Iris-virginica
4.440151194599398,3.0810148235408255,1.4577828934628154,0.056976508706024914,Iris-setosa
5.384838476243053,3.4028189678279777,1.324025148473265,0.024498981305352857,Iris-setosa
7.625406513651176,2.7704658727894125,5.8576562621214325,1.7196452348276032,Iris-virginica
5.954782358266795,2.616278555096185,4.892461876004214,1.794275535875803,Iris-virginica
6.4751629044713,3.1048495458771694,4.621938038931157,1.138913905654058,Iris-versicolor
5.748511804639679,2.4703426467270093,3.601050270521704,1.1471244308226825,Iris-versicolor
7.020992749789769,3.403070677670229,4.9253190376303015,1.4618819332283124,Iris-versicolor
6.125643231628235,3.284039713871364,4.635358901907097,1.6421468207865997,Iris-virginica
5.0660478222495575,2.7992502522476945,3.8110045124604564,1.3062642558573503,Iris-versicolor
5.234989352084249,2.244152651627571,3.7556082963241577,1.4658556729303291,Iris-versicolor
6.3370401737332545,3.2363463307176947,5.633942731047836,2.6607922250555,Iris-virginica
4.195016325816459,2.7714344665111312,1.3497591893653882,0.26165207994716294,Iris-setosa
5.271089343472686,3.3069217818251238,1.1142614779715856,0.3357175973815001,Iris-setosa
6.378902004427151,3.1156643892489435,4.736385975659388,1.300027911165001,Iris-versicolor
5.216263604172526,3.2782035843573607,1.3817321126869733,0.07423191248434077,Iris-setosa
4.49377291321164,3.22563016580358,1.1080462769953867,0.1258262490714247,Iris-setosa
5.120858718083227,2.2105360106027723,3.3934466430982146,0.8006978536569875,Iris-versicolor
5.603850587453171,2.872860552075329,3.78183488432684,1.5457875311260427,Iris-versicolor
4.904912988576308,3.244376737690282,1.6036392526731342,0.15219995573569495,Iris-setosa
6.457841479066976,3.1860632103411444,5.85343773954785,2.236192798546936,Iris-virginica
4.32332540907189,2.962586501739123,1.3952190925918369,0.03145097894517032,Iris-setosa
5.846246883148494,2.9160772771090615,4.462246783879385,1.551664136582557,Iris-versicolor
6.393716909891226,2.694325168943632,4.391651214343461,1.4474578900229158,Iris-versicolor
6.306340358076163,2.9539290432730803,4.2219032293146475,1.7557454757770534,Iris-versicolor
5.370253750303292,2.2908244648428298,3.522887849708045,1.113217244799376,Iris-versicolor
4.645475222988973,3.266868993151349,1.276703561254313,0.14156578538357925,Iris-setosa
7.576169380338384,3.000109260123298,6.314459550879679,2.1874081500693507,Iris-virginica
6.604004212506068,2.988641432219555,4.421192040748612,1.120458451810788,Iris-versicolor
6.478078701288759,2.534794654583739,5.375057895487048,2.0816841772655095,Iris-virginica
4.88599266992176,3.3228607330028006,1.7694215348759794,0.11708068593607862,Iris-setosa
5.899572279671403,2.689998748910712,5.691324176006173,1.6065746367701987,Iris-virginica
4.744692118273896,3.094474715544252,1.4532557502055528,0.2369876259552272,Iris-setosa
4.7037914134342955,2.9967989660043015,1.2321831369711895,-0.08228850552020167,Iris-setosa
5.712424192711164,2.8060308003480894,4.947013234253176,2.3950326751952637,Iris-virginica
4.5266502171435485,3.1251640802239087,1.6088374995559906,0.44853733478314856,Iris-setosa
5.055982828160067,2.2172379130948223,4.394309477131058,1.7342578309467522,Iris-virginica
5.9714231297007885,2.4970178508322887,4.769235654315787,1.680684055035538,Iris-versicolor
5.965809439374909,2.8181657915986174,5.479229493204023,1.1124541776500037,Iris-virginica
6.173329608721769,2.571298660020605,5.026869682098109,2.172113475699339,Iris-virginica
5.189435041746178,3.10515047210656,1.678593757554634,0.35864055975886505,Iris-setosa
5.33757943474591,3.196558446086404,3.5773926837099217,1.0954806908062096,Iris-versicolor
5.57387652056783,3.8500246149301085,1.4108221985154399,-0.07015890370617106,Iris-setosa
6.488363116445428,2.8922054008340385,4.965644287780719,1.2903286202886213,Iris-versicolor
5.491413769919948,3.7034656237554753,1.6741266263712946,0.5902972318690394,Iris-setosa
5.579050602070576,2.8850705510521784,5.181505181632124,2.0680179460945896,Iris-virginica
5.527428996372104,2.9617681202413975,4.146069684160835,1.5219251518954784,Iris-versicolor
6.502072418586505,2.6404826677203346,4.908555495393702,1.3126163843741403,Iris-versicolor
4.805456254839072,3.104418498441404,1.7440051449956386,0.23049613310721068,Iris-setosa
6.762149325763271,3.2388273984109697,5.450723645725099,1.8228003901156073,Iris-virginica
6.983089222841405,2.8812111302175856,4.662713496134157,1.2417306988280776,Iris-versicolor
5.425188447733596,2.4106659086418207,3.784742050585162,1.3857682291016884,Iris-versicolor
,3.0507583876100477,4.341630701787191,1.337809616068292,Iris-versicolor
6.577091255404596,3.241632092721259,5.792184722556937,2.081586711348816,Iris-virginica
5.873809676434374,2.7253823464076157,4.829108439293652,1.5469407459514093,Iris-virginica
6.114735983244521,2.992554258384742,5.8030167315000405,1.7014621257724722,Iris-virginica
4.296630618019207,2.5740109788819474,1.336288051809591,0.27656561442328986,Iris-setosa
4.764865121523113,3.06662035560369,1.7827284435066526,0.0023817808754205694,Iris-setosa
5.157469286657034,2.861113478154302,1.2591980444305662,-0.03772575792227384,Iris-setosa
5.318224199836762,3.13757801736009,4.385551317017663,1.7515402850429873,Iris-versicolor
4.501924593708526,3.0372648139849185,1.4981793764644955,0.28132672694767685,Iris-setosa
6.579861405330988,,5.150490979926306,1.582610313151366,Iris-versicolor
4.716231228398402,3.6006621293621035,1.8497210884350257,0.46671159748304736,Iris-setosa
5.377632095380718,3.7976461257806164,1.6239150282411092,0.13524656499023946,Iris-setosa
5.485673752981817,2.7348528106144308,4.613530136633618,1.955307458046594,Iris-virginica
5.962843220726283,2.626429346348848,4.58325499111628,1.247544692845858,Iris-versicolor
4.785187101308853,2.146128516244194,3.160384508594922,1.012833245559374,Iris-versicolor
5.459424109879015,2.3736039630587302,3.757629249652984,1.2582701633111029,Iris-versicolor
5.6248950224551315,4.299590095710284,1.4249116312002106,0.17353064161335569,Iris-setosa
5.172706594652346,3.617153239936547,1.8100392974880763,0.2762861924754962,Iris-setosa
7.556219424374297,4.035314218656003,6.679116631955194,2.4815246647929743,Iris-virginica
5.523544452355704,2.8408659257461544,5.040178238177777,2.126136980438972,Iris-virginica
5.109803047233379,3.582863250167002,1.417410802069692,0.508987558915146,Iris-setosa
5.439313626838888,2.7032510952428934,4.331821775261619,1.1018173586031184,Iris-versicolor
6.2324352604833395,3.2753737109979566,5.445240697978136,2.293957976133209,Iris-virginica
5.050474684071065,3.571384623993207,1.907382070867568,0.531265874767205,Iris-setosa
4.8748233049887615,3.6146643196930315,1.1854568124655174,0.433313427686953,Iris-setosa
5.073825030512628,2.532956903315212,3.1804665570169806,0.9604751474797654,Iris-versicolor
6.905302989060875,2.7251597397806377,5.194503884599064,1.4594890332327892,Iris-versicolor
6.3216079366140905,2.9556756046458696,5.940173976791985,2.4628037256205286,Iris-virginica
6.26539492592528,2.5948466076056222,5.339114034014362,2.092089405105152,Iris-virginica
6.753207283505122,3.4416143656412292,4.784500461100024,1.5805630491712375,Iris-versicolor
5.624762052740212,2.596238164775894,4.905884136597683,2.192351324942691,Iris-virginica
7.250640173280178,2.962469006039841,6.472662040059792,1.5423730226623102,Iris-virginica
5.571306236555439,3.0434565877516975,4.335551770772824,1.5571439063299595,Iris-versicolor
5.70899834868418,3.0369715850617474,4.263188223591922,0.9317999024603318,Iris-versicolor
5.89457176805788,2.2176356047676125,3.7891139899829174,1.2264677705497717,Iris-versicolor
6.2957073108218395,3.440338541554499,4.622109978195435,1.4144520801972642,Iris-versicolor
6.2455517938374445,2.4505464315380765,4.238640781368539,0.8008947538364078,Iris-versicolor
5.2180181948980096,3.5193348192660405,1.4111063872058742,0.11481010678859924,Iris-setosa
5.3292884319613245,2.321211236118306,3.8440271954171243,1.0057067105562172,Iris-versicolor
5.848705057828012,2.798304637908494,4.191822251712367,1.4323827593437257,Iris-versicolor
8.197521014406739,4.009567379856767,6.532506774743419,2.1339981308555176,Iris-virginica
6.187183751870985,1.9820152914070086,4.643005302857211,1.3379905280719628,Iris-versicolor
5.774844389353246,2.6355620207228796,4.3012287792225745,1.4069020015543159,Iris-versicolor
5.438967248322182,2.793707399190787,4.087383416987027,1.11124487961398,Iris-versicolor
4.501473473754522,3.205030765666533,1.6199459722987257,0.5318777374515284,Iris-setosa
5.770495639730159,2.5840334988281732,3.9903461142969356,1.4238826627350842,Iris-versicolor
5.709185028127461,2.4057566119905336,4.853865120036991,1.7856251290159495,Iris-virginica
5.481956199056592,2.8553912300909645,4.249874827216527,1.2034122925362287,Iris-versicolor
5.461486492944609,4.3231830622703935,1.4035682296324492,0.6405897056828509,Iris-setosa
5.70269079064461,3.101065436056399,3.34060787092563,1.4140767419650113,Iris-versicolor
5.912603628797191,2.7720860423475986,3.97087224237418,1.2995039301320719,Iris-versicolor
6.252721801207969,3.103627517994092,5.960624033271605,2.0618494906125666,Iris-virginica
4.665012004762362,3.2399000960408095,1.028091800268574,0.1884097079577639,Iris-setosa
5.747566252163599,2.789641259548003,4.008158316741138,1.2942952041837343,Iris-versicolor
4.996763875458669,2.9614576206019625,1.602995098541299,0.25151370600343526,Iris-setosa
5.635950349143455,2.9730492579637944,3.3469791021082793,1.1130815023447815,Iris-versicolor
5.012260230992718,3.25727389490961,1.5970645837240824,0.47445687078669163,Iris-setosa
5.75234966880739,2.5137242949368073,5.276856798161807,1.6282966542367265,Iris-versicolor
7.8274662741693355,2.555730227129457,6.40898756336572,1.9239970328803047,Iris-virginica
5.135383713865008,2.029000585358266,3.5320582662833013,1.24939048390165,Iris-versicolor
4.915140207721339,2.0172757854568104,3.118657271757135,1.1343605471492901,Iris-versicolor
4.985167066336111,3.468667494390713,1.3181805567723872,0.3437416796398989,Iris-setosa
6.44461918744029,2.948900503012456,5.410310301942388,2.266043670612031,Iris-virginica
6.035688465709485,2.5221207547229625,4.692455099038259,1.9317516039327678,Iris-virginica
4.915877911264585,3.9750362353055113,1.367486792378485,0.42706264131319904,Iris-setosa
4.55756876905481,2.9870268854831656,1.5010235724014906,-0.0029571796735352596,Iris-setosa
4.797926927981082,3.657449724663559,1.4535018725264308,0.47039621043809177,Iris-setosa
4.940882022681413,3.107585333823021,1.3001305030759311,0.3511318697401229,Iris-setosa
5.995718627395445,2.9038107091981193,4.4056257148029925,1.4153988823730885,Iris-versicolor
6.439486876939853,2.639888774213258,4.799223716536878,1.6382112163799785,Iris-virginica
5.115249754320946,3.336689597133929,1.16626348905928,0.3193935783692941,Iris-setosa
6.465607215386267,3.1603486205658133,4.540583143814236,1.5240628649514871,Iris-versicolor
4.829932020467715,3.1452052326100914,1.4805851436204005,0.18530141036635334,Iris-setosa
5.170049717299352,3.793104487557403,1.6596482556950936,0.3708628294508242,Iris-setosa
4.84394644095138,3.964384402640802,1.6205854180095383,0.6336884106093967,Iris-setosa
6.2649328950417456,2.28305492764516,4.729284424834356,1.322596131871872,Iris-versicolor
5.620476376352279,3.4217791805527744,1.7580556860381022,0.5836337374798857,Iris-setosa
5.428612933710769,3.126976646819385,1.3861211387232326,0.5652082830192995,Iris-setosa
6.477664318766305,3.0749420528011164,5.224284935824246,1.7613309003846855,Iris-virginica
5.306097837311737,2.2580161620220127,3.831787140234813,0.8404740314105149,Iris-versicolor
5.953080498328035,3.092009447402554,4.993533841230142,1.3959700384583251,Iris-versicolor
7.2805665320495825,3.4849422898752986,6.277366859695839,2.074621532821751,Iris-virginica
4.60014866376071,2.969081157284983,1.6849731088880358,0.16190751087333402,Iris-setosa
4.818579271214981,3.3417315043977784,1.0727500947688302,0.5772896678885908,Iris-setosa
4.536283225318748,3.0605002820935447,1.6739014675296453,0.23347747459748208,Iris-setosa
4.4283020548102785,3.437826741370031,1.4438354189179725,0.18414363449754184,Iris-setosa
4.666479501938043,3.245197641968327,1.4948773182949473,-0.023341202605408617,Iris-setosa
7.903931438502857,2.6807732271291314,6.822933554015829,2.1987000914223924,Iris-virginica
6.675797652831375,3.2629526279379224,5.2959582901046875,1.907276331492561,Iris-virginica
7.8365945380720925,3.17414313729152,6.37500231430578,1.8713485116960915,Iris-virginica
5.867515870262474,2.2336610069703666,3.7107787182659218,1.1839373253907808,Iris-versicolor
6.321655348392914,2.321775579658942,5.2324424512418455,1.8594210807530762,Iris-virginica
5.416564679455883,2.7863090933789607,4.772132317854263,1.3538997871484426,Iris-versicolor
4.882805149150895,3.9783077770392796,1.8690753157863067,0.21749333142431337,Iris-setosa
5.496030969121896,2.685868221913309,4.83896446710084,2.29116256657266,Iris-virginica
6.092281811481406,2.537983353851281,4.948462571866362,,Iris-virginica
6.722344131873984,3.222616557778768,5.877040064752331,1.9414312209557327,Iris-virginica
5.814344396809903,2.1342726549367277,3.964406503531952,0.9029911633257581,Iris-versicolor
5.0547529893575,3.1469014048050994,1.8853927613722552,0.22783519463969354,Iris-setosa
6.867581281363432,3.0681811689449967,4.722613343780838,1.13677565071583,Iris-versicolor
5.564330496173392,2.7449220684555717,3.5354096211416683,0.9669098730993106,Iris-versicolor
4.59589633077822,3.2972105964605083,1.1662901289094352,0.3254688469892391,Iris-setosa
4.972312808429191,3.363529382494184,1.4109774387965754,0.4735695072665149,Iris-setosa
5.433029270361496,4.175512101540608,1.35895425441581,0.2850170789944876,Iris-setosa
6.094282701083868,2.7483267800747466,5.428943471402662,1.6282434250929663,Iris-virginica
4.922618491541627,3.113955629573719,1.3870980552813452,0.21570450017690648,Iris-setosa
5.479069661574753,3.717359083236433,1.5735289991053276,0.587447520688247,Iris-setosa
5.041299931674808,2.9892155579964945,1.3373085389970139,0.4162452182319373,Iris-setosa
7.759118985888383,2.841523167715905,7.178755677450134,2.288033250968908,Iris-virginica
