SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
5.727394632976828,3.2122466953662605,4.707374765467447,1.770175895463376,Iris-versicolor
5.292319850235527,2.4093063692267624,4.284250426700271,1.2794349501439717,Iris-versicolor
6.484377807563294,3.626640330618217,5.131940141721207,2.239363668103138,Iris-virginica
5.147914552005637,3.6364346082771273,1.4631959702076265,0.12049985969494897,Iris-setosa
5.1721042647243465,2.2365454168172074,2.988319345401805,0.8727528179187797,Iris-versicolor
5.409765531505729,2.9412711271119054,4.157543974133504,1.2857936968906982,Iris-versicolor
4.938414646497597,2.93342026746258,1.4657650848939343,-0.14361969727551532,Iris-setosa
5.763510209641774,2.918726277601665,4.926074348264793,1.4361254771172824,Iris-versicolor
6.069853711121235,2.8233699158070884,3.9615086766282452,1.5480833460570558,Iris-versicolor
6.541444722453799,2.517787420480023,5.941981479086652,1.6578419039373298,Iris-virginica
5.674591813790098,2.8458409609372577,4.974971058944263,1.8589964746023249,Iris-virginica
4.990207802019774,2.4260751937861986,3.4305486396719282,0.8728011432137673,Iris-versicolor
4.8785112305826654,3.57126798908245,1.3177406567239263,0.2464886101766811,Iris-setosa
5.91468720550463,3.119185794640346,5.053064800869133,1.8278025325884564,Iris-virginica
7.823070431701445,2.8793766200194004,6.841716900736681,2.048314520992283,Iris-virginica
6.77785595252612,2.709708789251642,4.712360435314004,1.5634926255525434,Iris-versicolor
6.777580622816532,3.1525489400078537,5.264757809147466,2.174631676456163,Iris-virginica
6.598272420111256,2.3255963736659213,5.8336962717712035,1.5667161519602644,Iris-virginica
7.713773946829961,3.2708135501835733,5.82715952022759,2.3283731012128026,Iris-virginica
5.366420401323178,2.8856574529000225,3.38611388527943,1.4872382179425414,Iris-versicolor
6.324317352190733,2.7098701564294445,4.206180235592296,1.0763919001445577,Iris-versicolor
6.571580091035454,3.2357324806847583,5.269668351719669,1.85336059153222,Iris-virginica
6.291453404282088,2.7755995608334922,5.438590244917649,1.9643416025528895,Iris-virginica
5.697608021998195,,1.4707609269292181,0.46797209535031215,Iris-setosa
4.906738019377854,3.6520155530329435,1.390492711429904,0.6471263184574254,Iris-setosa
6.448493239955071,3.0340389962649543,5.502302259894312,2.7664452598880236,Iris-virginica
5.825541319810975,2.752504113637586,4.887555047541248,1.7710321252353616,Iris-virginica
4.9357926037606425,2.2488082347292275,3.3211779191068826,0.8231085860450145,Iris-versicolor
4.983595611638691,1.87248307497012,3.3576107375872275,0.7858688954185069,Iris-versicolor
5.5840539401027,2.009878901219237,4.255415782865274,1.2703415906408435,Iris-versicolor
4.5051109450998315,3.09565056519412,1.3596473116556755,0.25647991536533304,Iris-setosa
7.544552899048003,2.916889530140435,6.280776635525849,1.8915703964097168,Iris-virginica
6.46903615270887,2.48707781189279,5.181498390906506,1.6327321929560714,Iris-versicolor
5.867385255410741,2.434849721569533,5.3833178236622965,1.9848708736191656,Iris-virginica
5.60383471406843,3.475219582816292,1.3593402124086522,0.11159885150782858,Iris-setosa
5.655408262638597,4.204394154321457,1.4842046055524647,0.36462807865678115,Iris-setosa
6.944519563029485,3.2438937723112407,4.764123395165202,1.6423659369781523,Iris-versicolor
5.528919067673686,2.6772916257264097,3.6526319695210385,0.9744801183765325,Iris-versicolor
4.801560910151976,4.014516120090762,1.3406306664578016,-0.06554514616352047,Iris-setosa
4.867424894912182,3.429287402818314,0.8490744156205823,0.24772071625665049,Iris-setosa
7.073434729499253,2.675622407669277,6.290933639360203,1.6543479049506833,Iris-virginica
5.130764183530514,3.8650534183989245,1.3622336541931588,0.02538373981752412,Iris-setosa
5.494830360428576,3.657484395323644,1.2499173981623852,0.15422806182266635,Iris-setosa
6.060976092349734,2.0703747203533047,4.405777541889339,1.0784398703439675,Iris-versicolor
5.413864622780845,2.7844429155330586,4.210825548211902,1.0907599077650318,Iris-versicolor
4.9021327934689465,3.082344584420255,1.4841235676722524,0.3942329107045289,Iris-setosa
7.392200348208904,3.1904561456219733,6.119964814670285,2.186035135031367,Iris-virginica
6.090396482470779,2.816163811959208,5.094961307155923,1.8412153658256178,Iris-virginica
4.646174673546197,3.111475686599896,1.4741922563345873,0.43207213004253137,Iris-setosa
5.921136877428586,3.0602026721064397,4.958103132516811,2.088069559446589,Iris-versicolor
5.891183540025676,2.731670680801223,4.326099529422812,1.648112894986463,Iris-versicolor
5.700655723783832,2.159952727174989,3.822994292484201,0.8200104496610829,Iris-versicolor
5.411253593288501,4.655812409956191,1.7938981744515838,0.4904797656229611,Iris-setosa
4.648662219669095,3.450339355618305,1.2074312951283748,0.10375263039657578,Iris-setosa
6.7985977360904855,2.802949400958342,4.51202090713471,1.6289205394777746,Iris-versicolor
6.660489503898886,2.5839663018988763,5.71614594289147,2.039214357671762,Iris-virginica
6.13359617607277,3.295051524619076,5.028647024859324,2.058728292979859,Iris-versicolor
6.45332660035686,3.2652073115577913,4.952181446488931,1.3087829820709969,Iris-versicolor
5.4054671394216065,3.03268541296514,4.6262864210705175,1.4292295159266395,Iris-versicolor
6.545835864417116,2.8939714285104587,4.926902418668051,2.3120553897415452,Iris-virginica
6.608900960382295,2.6865097103660256,5.742735379586185,2.009744309508374,Iris-virginica
6.472063760084806,2.830512685263041,5.718350055921599,2.459341535274976,Iris-virginica
5.556429149222301,3.134531442474437,4.401809373217081,1.3173829926273708,Iris-versicolor
5.874407849576689,2.620819827529526,4.824645975281198,2.045901965358897,Iris-virginica
6.152643378423135,2.878791157556172,3.9691350214670944,1.4620426084017326,Iris-versicolor
5.836658913144142,3.0538708866874438,4.113427627231776,1.0536256318060648,Iris-versicolor
4.927527232814818,3.2320890006922625,1.2633611165154544,0.21467609491164977,Iris-setosa
6.052096653746727,3.126142495747487,3.930701763653706,1.3911736236348295,Iris-versicolor
6.291920520460116,3.4125489768890183,5.563816272090189,2.5066149014252566,Iris-virginica
5.214223020213616,2.7448189835107137,4.535888593193579,1.3156526027530786,Iris-versicolor
6.034238365321073,2.9094223729429345,5.020578212846371,1.5686620133740252,Iris-virginica
5.877865558990871,3.2482819907754883,4.011031653793323,1.1889739915559356,Iris-versicolor
5.52373336641766,2.6822057527085708,3.3758377146390033,1.1085542399331811,Iris-versicolor
7.231072111345792,3.0217968077339123,6.27977844749061,1.6335831029762664,Iris-virginica
5.270004600925507,3.0193354853177246,1.4257321472444984,-0.07856578033922812,Iris-setosa
4.760072643379785,3.180004269065994,1.2333985639086533,-0.19981443294240517,Iris-setosa
5.312080484900408,3.9640622698892405,1.7965577142844071,0.2530305393556471,Iris-setosa
7.839976334813459,3.2163626354252988,6.857057016757677,2.0826393012214237,Iris-virginica
6.484269303750195,3.19825531885197,4.606785764611064,1.309643305649164,Iris-versicolor
4.9883575175132275,3.2336941128433,1.2138744134907584,0.21004896070233525,Iris-setosa
6.758014046396041,3.0871497669577193,5.572605316881747,2.285679004543854,Iris-virginica
6.5293051627904735,3.1679059962330864,5.34050548760843,2.598829871486534,Iris-virginica
4.70074513127726,2.2111874346735396,3.3771251419224155,0.9673187352084369,Iris-versicolor
5.860156114696965,2.861024408665762,4.061301582761201,1.2083382154573281,Iris-versicolor
,2.750306346589338,5.853034792881111,1.9583334038583937,Iris-virginica
6.208964697901394,3.118358384961778,5.413095366205733,1.8085003608868822,Iris-virginica
5.404218983979942,2.4749561588651074,4.18500032939092,1.3872939529393085,Iris-versicolor
4.681689086417681,3.192700530248688,1.4628914240179567,-0.07516595390694819,Iris-setosa
5.284079202475732,3.1589937135151276,1.5767307993457365,0.34036647785095686,Iris-setosa
6.22991463806363,3.302933021916139,4.741208315177539,1.562192386502199,Iris-versicolor
5.246390711378405,3.641350229868499,1.8036978967867277,0.49518585060236564,Iris-setosa
5.675217219917079,2.269358999133499,4.294557118900241,1.3120039506965884,Iris-versicolor
4.0508828590885235,2.773159032469126,0.9133539353382364,0.2686383165597098,Iris-setosa
7.425083619560514,3.113849951008361,5.532520721341268,1.4039666573570107,Iris-virginica
6.445734145139134,3.1171780767193784,5.482288259883786,1.5428469152834063,Iris-virginica
6.73811351945273,3.2218386726960615,5.332621095115458,2.032787575092738,Iris-virginica
6.360735983920918,2.611207396770433,4.957936851260018,1.9738271495979198,Iris-virginica
5.607212207723247,2.8437578751876704,4.388883763216272,1.3964566366220037,Iris-versicolor
7.858548774308716,3.6779640169128736,6.44656390847818,2.1006921448013967,Iris-virginica
5.936863660535575,3.086291436878191,4.912684707266145,1.694907781069932,Iris-versicolor
5.610251812315689,2.8354204120481437,3.7713129323454364,1.469422499152774,Iris-versicolor
4.603165421379048,2.6103634661946256,3.5166143153313376,0.9214441294211311,Iris-versicolor
5.89287680491856,3.615251454851782,1.6194957130131318,0.49802993522854627,Iris-setosa
6.181561663873137,2.720183211534203,4.2147101447840924,1.222751839946898,Iris-versicolor
5.320098305321807,3.207260220869804,1.2026367908430653,0.0657091605304706,Iris-setosa
5.207870926208648,3.2631193437075567,1.8561791162458836,0.7197019234761401,Iris-setosa
5.236959754459278,2.149467323187049,3.7446645012921964,0.880307564624225,Iris-versicolor
5.987632333676332,2.6046783958263626,4.182384664139562,1.4902615768235856,Iris-versicolor
6.295871074179108,2.239972231533799,3.882704733495779,1.112037753754864,Iris-versicolor
4.506488803458292,3.6387565912822275,1.5801214354600206,0.3497545815245931,Iris-setosa
4.544646305227241,2.9612322038187733,1.4197339819559482,0.23915730133979585,Iris-setosa
5.80394842690658,3.069680628381913,4.672407925969711,1.4841763899420437,Iris-versicolor
6.041754089613219,2.81023978413635,4.67535482144981,1.825111677063799,Iris-virginica
6.587669401823565,3.285147543678346,5.711141834563404,1.9058366961268003,Iris-virginica
5.735309110683522,4.527230245479824,1.2693063837758503,0.23280793226857538,Iris-setosa
6.182821405106721,2.967060613192894,4.2446377764596805,1.051151643415942,Iris-versicolor
4.749357354090473,3.5739445149851248,1.5431359803159908,-0.056873230363679195,Iris-setosa
5.923394803110328,2.4426038528841585,4.4445482317027905,1.3165865666948966,Iris-versicolor
4.6183430963303564,3.058501107074372,1.5470944687545214,0.4603026856446959,Iris-setosa
4.404740470099145,3.110580609378741,0.8042170617752369,0.21381610482309363,Iris-setosa
5.8584525969187045,3.8741184510291617,0.910478327816947,0.2018475116988337,Iris-setosa
7.307459049822682,3.055814551301864,6.018624124838643,1.8815042026939468,Iris-virginica
6.602277826006563,2.8769343477902036,4.900650237582057,1.5004599532897986,Iris-versicolor
6.461344303395451,2.2212505284212,4.972088640631372,1.78452206221596,Iris-virginica
5.574807013367015,2.854484582114043,4.31799694083447,1.3589354856398481,Iris-versicolor
6.528276194940036,2.8820118070514056,5.46329183044139,2.134937688991279,Iris-virginica
6.431862880045518,2.7339871778190052,5.282739208674498,1.948764137232474,Iris-versicolor
6.823776879161218,3.1554356742866423,5.602549236056678,2.3609570646491793,Iris-virginica
6.642604248391628,3.2184971042270583,5.14451637519762,1.3651623175817895,Iris-versicolor
5.7100523223880115,2.318271979087799,4.302325655249541,1.0831904856150603,Iris-versicolor
5.014213898081272,2.7396301114997774,1.3621371815889818,0.269204820358258,Iris-setosa
6.788160629884292,3.030579375190104,4.428643325500008,1.4461260260846438,Iris-versicolor
6.432368942818723,3.0245478200589893,5.854457735880249,2.3762559195231385,Iris-virginica
5.021799705376882,3.469050586032087,1.6144288224564025,0.1162831724371742,Iris-setosa
5.596248070058559,3.926464324800896,1.436801688724556,0.6165157721334009,Iris-setosa
4.401055559951244,2.292349083788575,1.0134491879135301,0.2839373965565659,Iris-setosa
5.763259272634668,3.0158559247102197,3.909965487325244,1.1617196070126856,Iris-versicolor
4.450847158192382,3.005615182878845,1.3193093152242656,0.28239968618823114,Iris-setosa
5.416778753661398,3.308716406307059,1.3296372268403667,0.3660652216747785,Iris-setosa
5.93578414979778,2.95420508304667,4.7546781811969145,1.163651957924895,Iris-versicolor
5.604157861389089,4.062585536945452,1.370456594255649,0.3805438631347233,Iris-setosa
5.276743417873213,3.527646507355524,1.8454971256433619,0.26717215168683955,Iris-setosa
4.278834907274908,2.860318412267669,1.3636893966362058,0.3495174946401149,Iris-setosa
6.845806419386876,3.0158298991832364,5.683085791823906,1.9375327665382018,Iris-virginica
4.802787413352597,2.7711078382605163,2.8609627997282,0.8571213054169369,Iris-versicolor
7.098881358795155,2.7700441943940004,6.070670182517548,1.5613015048041057,Iris-virginica
6.342837691894819,2.2279520744698056,4.981019341694673,1.7947822859638805,Iris-virginica
4.9373943330477665,3.5561774932455337,1.2452639415194589,0.20602433368239803,Iris-setosa
6.089036481354739,2.546796048899126,5.132659782178258,1.9392535203688108,Iris-virginica
5.603217590017263,3.570442100830473,1.7293468916824326,0.23120550972795606,Iris-setosa
5.644511511971551,3.868258509673422,1.756534988933936,0.12483271230564044,Iris-setosa
5.689555128489709,2.5260168303244153,3.9035448299693947,1.1228244442079975,Iris-versicolor
5.702060256053871,3.013473771458711,4.114510861404761,1.5150468815801674,Iris-versicolor
4.880974541262278,3.3262121204280657,1.3692022591425503,-0.10342588974479669,Iris-setosa
5.1929930552492545,3.7468726776523535,1.5216389844772658,0.19749401560006513,Iris-setosa
6.308350902984197,3.0870895953095374,4.691121120483032,1.4503183908923751,Iris-versicolor
5.568705688515628,2.7094095491227743,4.104519656233853,1.0669690349665817,Iris-versicolor
4.943687608767516,2.8947942249687353,4.109317458115493,1.6139123670479882,Iris-versicolor
6.0844696867529136,2.8546733518705754,5.539891770209448,1.5263310878522842,Iris-virginica
4.904948521593344,2.6029014831164994,4.681870177823161,1.5147037549723172,Iris-virginica
4.463173970340147,3.1447210886324215,1.360012918366954,0.11327532031098494,Iris-setosa
6.962048670626087,3.4384881226929394,6.181950145567643,2.300132517675454,Iris-virginica
4.955548273889289,3.138714948050019,1.6197467757668578,0.4956135965564351,Iris-setosa
5.325054226075681,2.2258759486318764,2.705563972166269,1.0557198809245079,Iris-versicolor
5.53798142053319,2.6721715921892315,4.79875842120231,1.494806230388473,Iris-versicolor
5.47247849376506,4.111354063735505,1.5256747165179798,-0.04616574018192071,Iris-setosa
5.482046922639219,2.6349736848538132,3.9257062864379386,1.177894122422711,Iris-versicolor
5.542920605124496,2.531087913365745,4.517753211434613,1.1024914497472496,Iris-versicolor
6.308013791035892,3.1162925871097316,4.526517150344925,1.1335385801461628,Iris-versicolor
5.984244905409811,2.6185025576601495,5.8329360526084475,1.2869140658912803,Iris-virginica
5.607533346756725,3.0520232448070734,4.208150048712735,1.2205355591834222,Iris-versicolor
5.45272651939552,2.7794400340435974,4.04266648861401,1.5610829938087916,Iris-versicolor
6.1919227846616955,2.5539400912416355,4.907928097304866,1.6084562598065781,Iris-virginica
5.628231355292727,2.5810034102247754,5.298002233467935,2.0430616583396186,Iris-virginica
7.724492597746764,3.922569873359618,6.2935783921835045,1.7599650132573095,Iris-virginica
6.491127805111916,2.636395300627992,4.076850278872034,1.2906328404086929,Iris-versicolor
5.5882186856929215,2.978205375531709,4.959710366440602,2.3923608567158543,Iris-virginica
5.396064025600061,2.857232932935667,4.494427766304548,1.4473226738094154,Iris-versicolor
6.864863784497647,3.2722258330501366,5.819902223522194,2.0350062114391334,Iris-virginica
5.189433293096094,2.2858706681678034,4.639862914759175,1.747815586853086,Iris-virginica
4.7846178713877645,3.0891372293059347,1.485917607934708,0.2209574025613922,Iris-setosa
6.024041298416721,3.2911405019884366,4.42946648129841,1.4423266867246736,Iris-versicolor
5.205504561241219,2.5797446599688003,3.2386649366709985,1.1351963885560874,Iris-versicolor
4.5953307377067425,3.441165211507677,2.155211284723104,-0.09175684040103338,Iris-setosa
5.3477801681183115,2.7305645771405245,2.877699217046935,0.893582825179627,Iris-versicolor
5.736184840063731,3.6109328969134764,1.86636005225479,0.07435786438800515,Iris-setosa
5.855613657609978,2.767171662104488,5.275494284614854,1.811063848950475,Iris-virginica
6.248510554920927,2.9036218693105096,5.305470048320598,1.6383406781211203,Iris-virginica
4.2750994762663055,2.109361037514755,1.3165178135620779,0.0888467644003117,Iris-setosa
5.718248944865999,3.2226333611853564,4.036616917558508,1.55632877928453,Iris-versicolor
4.5206689673270715,2.8798480345300614,1.3117215771524777,-0.05009675420926665,Iris-setosa
6.360358378461429,2.13704486098718,4.286445626119263,1.274487832263557,Iris-versicolor
5.882793031613196,3.1659519631129043,3.5566930279911757,1.3905311948391694,Iris-versicolor
6.504027734780085,2.8114774527957653,4.653790504702269,1.6609418522546315,Iris-versicolor
6.121872334844345,3.0456537433522795,4.951380722899462,2.0620096562444052,Iris-virginica
4.8811547313491195,3.148329389512443,1.4509890622523183,0.14880569264015372,Iris-setosa
4.761937296818347,3.233198824092645,1.4181338373532628,0.14131905348971166,Iris-setosa
7.136611809503503,3.1338530150169945,4.860888756973481,1.5404728314829852,Iris-versicolor
6.562989323055922,2.4319827508728937,4.701953000111398,1.257436457217022,Iris-versicolor
5.386046769912544,2.03689490344167,4.206666038299724,1.0005972983760598,Iris-versicolor
7.625727912633348,2.8468815207051867,6.007619864663626,2.0976307450525145,Iris-virginica
6.16603980512237,2.9695866111734373,4.3334444156991925,1.2638732100848742,Iris-versicolor
4.671071542903646,3.4756403827130082,1.8742348956491728,0.33893825514641074,Iris-setosa
6.498263683779021,2.5072063730627026,4.783202589501564,1.5530325072519209,Iris-versicolor
4.553269203073124,3.5100388791876007,1.7173516712220573,0.28521370495105425,Iris-setosa
6.953523392763258,3.008010033605336,5.304557884509202,2.0714043281605723,Iris-virginica
6.8075452997994015,2.9799204750999957,6.033166052396843,2.5628383643990515,Iris-virginica
4.983503008196594,3.6841308468388956,1.831269415557469,0.6294772289175967,Iris-setosa
4.999042708292385,3.2899743578099976,1.6703025922416794,0.49705532073876135,Iris-setosa
6.073356702822381,2.525608297601076,4.89892582663894,1.5125330326292643,Iris-versicolor
6.358876696646093,2.753262137642922,4.760705074335801,1.3995789854002396,Iris-versicolor
6.1791469033745265,2.991289482338042,4.246877959151855,1.4707555127820027,Iris-versicolor
7.044368154575007,2.9761338548156644,4.667606614844785,1.5345687001971444,Iris-versicolor
6.26101031774372,3.251504510191312,5.3618418997012025,2.620833080042836,Iris-virginica
4.940620190613564,3.134020446825773,1.3381329061379545,0.2834649181053413,Iris-setosa
5.792083152053752,2.315547480982104,3.704955852083393,1.2978385924154567,Iris-versicolor
5.696850763207344,3.285564010071078,1.7933853384583727,0.6784495237344013,Iris-setosa
5.912973375931592,3.1442518972960736,4.230773376545122,1.0831539783607285,Iris-versicolor
4.665178344338636,3.589185684281745,1.5664740655352893,0.14813018637914377,Iris-setosa
5.0849415517074075,3.586681831768678,1.5058717840664841,-0.010062837152018889,Iris-setosa
6.172660076392016,2.781694001399843,4.571035481849453,1.5577767298571132,Iris-versicolor
5.685856782644786,2.7344369474896966,4.174977763329921,1.0702560060011537,Iris-versicolor
6.474326485354739,3.2859335279467863,4.433564730551165,1.6722759916417276,Iris-versicolor
6.290237420286798,2.4006955321835037,4.788628343601118,1.8537727221438292,Iris-virginica
4.804363565891963,3.1483394143144032,1.3004974017514517,0.5565208643856188,Iris-setosa
5.62879849472333,2.93192153468766,4.919587105544094,2.6493642041412655,Iris-virginica
6.865786420922606,3.4553817227477626,5.997370551398656,2.133995095189,Iris-virginica
5.900348869307463,2.969531648420868,4.999707664583049,1.8255073721244004,Iris-virginica
5.890324683539977,2.8411342765203376,5.0106036954140425,1.7141996424612476,Iris-virginica
6.977243708534432,3.357664655196386,6.16503665436241,2.7661326901159664,Iris-virginica
6.319268556511913,3.076189452240267,4.4228057289537,1.3063412422153429,Iris-versicolor
6.131535804288816,2.4107471900356234,5.109450339761175,1.4168282641656897,Iris-virginica
5.07832990674356,2.1047311053558624,3.354689698716861,0.7544829510723472,Iris-versicolor
6.421811105037912,2.756806352431642,5.848432606550657,2.004606840356357,Iris-virginica
6.757960368251221,2.8895536271538886,4.148751846956202,1.3680240704484907,Iris-versicolor
5.896300808653206,2.8020539752854443,3.730226477532262,1.223073843462624,Iris-versicolor
6.709977530133075,2.9620803295898765,5.570445376345439,2.221664314814168,Iris-virginica
4.691287137039977,2.117760445047203,1.513964435498967,0.10595482405973705,Iris-setosa
6.008056015230544,2.202720582284239,4.785650719349413,1.8161880995880222,Iris-virginica
5.505603489380054,3.1376930538622463,4.2588837347501425,1.2940488626977713,Iris-versicolor
4.889305645156732,3.6124576515908426,1.9074943604717767,-0.015458448327531793,Iris-setosa
5.704137926276587,2.6221945997862717,4.52817378220441,1.265188346207419,Iris-versicolor
7.154110558503706,2.6649279640612713,6.474326090318688,1.5092446894428169,Iris-virginica
4.734164212394132,3.143292434096763,1.8646560630436753,0.3019540782990605,Iris-setosa
5.561372805564715,2.4469810408064276,4.964333948449672,1.8855540352414697,Iris-virginica
5.5899418104890914,2.58360212421948,4.06278098667802,1.2025543532703575,Iris-versicolor
7.085395346951667,2.9147315348735545,6.068621881203455,1.6604859200763806,Iris-virginica
6.317618421264512,2.6913121394913064,4.638512840878048,1.1589691183945894,Iris-versicolor
6.152121820766282,2.8015351388405008,4.995344779127346,1.926264157677065,Iris-virginica
7.082776239752719,2.5387983124108824,4.970782514840264,1.291035752981032,Iris-versicolor
6.573483639644181,2.920912481614258,5.895195327003475,1.5051103126656726,Iris-virginica
5.990655377632248,2.731576472769029,4.500996736538585,2.0905284457593125,Iris-virginica
7.4526979969266005,2.7441026173258236,5.784463455691948,1.8742240978103195,Iris-virginica
4.646382675582023,3.2604349686750607,1.463577274264724,0.0001626878891192174,Iris-setosa
6.740816570683197,3.112422317844583,5.770524974909079,2.2090383237379263,Iris-virginica
5.471119461648988,2.558168104257896,3.8465962522635344,0.7688273548137132,Iris-versicolor
7.038766303595866,2.8491730998022664,5.316820195859701,2.5400921187986105,Iris-virginica
7.25469609537299,2.871444500059564,5.863251560245036,2.0231638682469617,Iris-virginica
5.571430602152242,3.0746204122363148,4.153655613835441,1.0103412444142055,Iris-versicolor
6.08908381647747,1.9578580456274834,4.772202143035235,1.616643283957899,Iris-versicolor
7.8636035148812224,3.8175031958308505,6.4397695685463,2.000215916410248,Iris-virginica
7.632430675375799,2.689079494697723,6.871713690399265,2.0749175620350937,Iris-virginica
6.340855505398286,3.206697250693029,4.767666647321617,1.5710192051845495,Iris-virginica
4.554327928171683,3.166976316259798,1.2152654629204205,-0.004588885378400548,Iris-setosa
6.1980447786880575,2.8430305449725917,4.383725667390953,1.3421775195074572,Iris-versicolor
5.81758401660239,3.0262414509229303,5.123885522341149,2.641377948755647,Iris-virginica
6.7224657509331,3.1872667586919188,5.656200646221687,2.5375120276041603,Iris-virginica
6.024301439047892,3.005175579222584,4.906564086155294,1.844890206728955,Iris-virginica
4.289280323773161,3.1678114961480497,1.2848623799729395,-0.009091534224170444,Iris-setosa
5.563204662995332,3.5135039634348844,1.3246098686562737,0.06421452330727573,Iris-setosa
7.065852078248096,2.9828619934239775,5.568502154557118,2.3583832652852705,Iris-virginica
4.761581050858055,2.4946073807566447,4.763121267326138,1.7003701267662874,Iris-virginica
5.410327102507378,2.2092197056400527,3.494156117205163,1.2011704970620387,Iris-versicolor
5.120694944862002,2.814780977734239,1.4566000737043692,0.39637201194314037,Iris-setosa
4.875924300184243,2.452925659589236,3.487551311712571,1.0820265679630046,Iris-versicolor
7.08773259336964,3.616888625794637,6.336591202769671,2.4622580232648485,Iris-virginica
5.974865886315424,2.5697830880709813,4.7734926932586115,1.442246901597387,Iris-versicolor
5.003451161324144,2.613716250895548,4.182268773161395,1.1864410370678269,Iris-versicolor
6.048643560901391,2.705965903390995,4.691560070168558,1.7567190117720006,Iris-virginica
6.133382156975514,2.394625363311888,4.249395681962653,1.4948131575848103,Iris-versicolor
5.970789576420855,2.976673861011605,5.263168406583186,1.5239456758896783,Iris-versicolor
6.367726977135316,2.5229989144360863,3.9744885457988484,1.1212223041350053,Iris-versicolor
4.622134931413435,3.460990144833858,1.9634749477272864,0.3834988146258204,Iris-setosa
5.14882797417507,3.0392262140772743,1.3982342342952372,0.4955748822807854,Iris-setosa
4.641664723270723,3.0403772672667158,1.5763591826281287,0.04234016167154761,Iris-setosa
5.773677457051278,3.896887008177641,0.9451318919724842,0.3444586561375878,Iris-setosa
6.989510285266068,3.1950320121620233,6.090009811035458,1.4641818718824962,Iris-virginica
5.33477794011044,3.2184981832971093,1.4326420153008772,0.20078955449653346,Iris-setosa
6.057885576637669,2.772800304448145,5.692502091568743,1.3689993866266834,Iris-virginica
4.985925911190587,3.48922087076844,1.8173411706766833,0.39691825819540055,Iris-setosa
7.340963545791355,2.9697420420401164,5.7744395107493585,1.4913722025841385,Iris-virginica
7.382573037015709,3.0522809648376223,5.650804853713048,1.4611769733252145,Iris-virginica
5.627448804260996,2.4768226425202196,3.9039582473333523,1.1906776972666862,Iris-versicolor
6.13684288467714,2.3236079262525826,4.840207858505185,1.437618347702585,Iris-virginica
5.608739340590637,2.8080803682265767,5.209226643254428,1.793832781564563,Iris-virginica
6.452893118420634,2.678747597614299,5.157796933403694,1.2446187303967353,Iris-versicolor
5.194439619110439,3.7373516317034823,1.512133243339512,0.11985797207542151,Iris-setosa
5.537313686070725,2.6784735731866314,4.872732206526158,2.2842927414907392,Iris-virginica
6.568608570495461,2.2826507530083324,5.938236221973792,1.9356988482037567,Iris-virginica
7.250609272152835,2.9811225158684214,5.849601635061987,1.6649138826567698,Iris-virginica
4.677485090844882,2.706843955471034,1.1678107048980102,0.05391502051830083,Iris-setosa
4.621156281014427,3.0102189278376135,1.6043001285712757,0.39306647456958355,Iris-setosa
5.1552313167818244,4.172008097879599,1.7861496250525581,0.40016131813833394,Iris-setosa
6.223997844225581,2.96540881146447,5.362024139226267,1.9320873317877663,Iris-virginica
6.329855773008225,2.7724337851373644,5.769539659688174,2.0496323368308893,Iris-virginica
4.719705969429266,2.955943059870245,1.3755209134960238,0.047729439019752073,Iris-setosa
5.687063760929599,3.788396668923774,1.3462833462356465,0.40635120731713564,Iris-setosa
6.584363651323091,2.944355635238371,4.210796914548513,1.5519603893766354,Iris-versicolor
4.541410977849641,2.5854894727446487,1.1454235599408313,0.05712537174203236,Iris-setosa
6.706702932326225,3.585587881496091,5.958030473470478,2.799010521310204,Iris-virginica
5.011300050250938,2.870607681543609,1.370574841761448,-0.17739984801226263,Iris-setosa
5.452015355855359,4.061274947632095,1.2416970227866777,,Iris-setosa
6.3155123856367,3.155477405367638,5.883074560904993,1.858932347871032,Iris-virginica
5.216022928670086,3.0260938054223367,1.6052738921547722,0.4418261843473568,Iris-setosa
5.686057317025722,3.4057994883845004,1.5249553367961413,0.3390818835433535,Iris-setosa
4.830732957712423,3.5964775192000693,1.6461301662421468,0.025561809297440313,Iris-setosa
4.9420560489335115,3.2067954216734655,1.4310080200396262,-0.1026345149711799,Iris-setosa
4.613407794252399,2.7959088309225817,1.3823245567805107,-0.02694877593277517,Iris-setosa
7.3370801013003915,3.0670107396270234,5.998504560268948,1.8316300591412527,Iris-virginica
6.410932567675192,3.2656466430767854,5.883048232083456,2.3009846548732225,Iris-virginica
6.663556951387988,3.172240778324275,4.847050691688343,1.806129463431172,Iris-versicolor
6.879226963508347,2.942508398282117,4.3866567538926065,1.6602355970052367,Iris-versicolor
6.57728222226766,3.1942852693131365,5.264502301249269,2.015416240301607,Iris-virginica
6.042453018435248,2.551126942610814,5.030556748862802,1.732282321171033,Iris-virginica
5.644051865724772,2.724198243054139,4.133150703056971,1.2832450206632589,Iris-versicolor
5.203447729114171,2.432851582561288,4.104480746777493,1.2508042842953262,Iris-versicolor
6.182638119321793,2.486033936804604,4.526083189053836,1.0348118698848752,Iris-versicolor
7.24677049114731,3.240689869184337,5.617458529075478,2.087271632075044,Iris-virginica
5.411794886808776,2.5083923939249724,4.215805206229906,1.1689771921767123,Iris-versicolor
5.104872557623021,2.3389636277394508,4.528658300661012,1.7792513135376287,Iris-virginica
7.570125780251835,2.7581535260327605,6.468229515318172,2.0784305197561608,Iris-virginica
